Battle Tag,Total Points,Player Region,Points,Earned Summary
Zyx,39,Asia-Pacific,12,Earned from Legend Ranking 26 in Asia-Pacific from JUNE of 2018
Zamos,38,Americas,6,Earned from Legend Ranking 115 in Americas from APRIL of 2018
Zamos,38,Americas,16,Earned from Legend Ranking 1 in Americas from MAY of 2018
Zamos,38,Americas,16,Earned from Legend Ranking 1 in Americas from JUNE of 2018
Dizdemon,37,Europe,8,Earned from placing 6 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
Dizdemon,37,Europe,4,Earned from placing 18 in DreamHack HCT Grand Prix Austin 2018 in Europe. This tournament
Dizdemon,37,Europe,9,Earned from Legend Ranking 94 in Americas from APRIL of 2018
Dizdemon,37,Europe,12,Earned from Legend Ranking 34 in Europe from JUNE of 2018
Dizdemon,37,Europe,4,Earned from Legend Ranking 253 in Americas from MAY of 2018
Furyhunter,37,Europe,15,Earned from placing 1 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Furyhunter,37,Europe,12,Earned from Legend Ranking 44 in Europe from JUNE of 2018
Furyhunter,37,Europe,4,Earned from Legend Ranking 257 in Americas from MAY of 2018
Furyhunter,37,Europe,6,Earned from Legend Ranking 104 in Europe from APRIL of 2018
윤지용,37,Asia-Pacific,15,Earned from Legend Ranking 4 in Asia-Pacific from JUNE of 2018
윤지용,37,Asia-Pacific,6,Earned from Legend Ranking 177 in Asia-Pacific from APRIL of 2018
윤지용,37,Asia-Pacific,16,Earned from Legend Ranking 1 in Asia-Pacific from MAY of 2018
Machamp,37,Asia-Pacific,4,Earned from placing 22 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Machamp,37,Asia-Pacific,12,Earned from Legend Ranking 45 in Asia-Pacific from APRIL of 2018
Machamp,37,Asia-Pacific,15,Earned from Legend Ranking 3 in Americas from JUNE of 2018
Machamp,37,Asia-Pacific,6,Earned from Legend Ranking 134 in Asia-Pacific from MAY of 2018
riku97,37,Europe,10,Earned from placing 6 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament was
riku97,37,Europe,9,Earned from Legend Ranking 80 in Americas from APRIL of 2018
riku97,37,Europe,12,Earned from Legend Ranking 49 in Europe from MAY of 2018
riku97,37,Europe,6,Earned from Legend Ranking 149 in Europe from JUNE of 2018
SamuelTsao,37,Asia-Pacific,12,Earned from placing 2 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
SamuelTsao,37,Asia-Pacific,9,Earned from Legend Ranking 96 in Asia-Pacific from APRIL of 2018
SamuelTsao,37,Asia-Pacific,12,Earned from Legend Ranking 44 in Asia-Pacific from MAY of 2018
SamuelTsao,37,Asia-Pacific,4,Earned from Legend Ranking 274 in Asia-Pacific from JUNE of 2018
Scruffy,37,Europe,12,Earned from placing 2 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Scruffy,37,Europe,9,Earned from Legend Ranking 89 in Europe from MAY of 2018
Scruffy,37,Europe,15,Earned from Legend Ranking 18 in Americas from JUNE of 2018
Scruffy,37,Europe,1,Earned from Legend Ranking 1136 in Europe from APRIL of 2018
seohyun628,37,Americas,8,Earned from placing 5 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
seohyun628,37,Americas,7,Earned from placing 14 in 2018 Season 1 Seasonal Playoffs Americas in Americas. This
seohyun628,37,Americas,4,Earned from Legend Ranking 324 in Asia-Pacific from JUNE of 2018
seohyun628,37,Americas,12,Earned from Legend Ranking 30 in Americas from MAY of 2018
seohyun628,37,Americas,6,Earned from Legend Ranking 146 in Americas from APRIL of 2018
zumpp,37,Europe,4,Earned from placing 32 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
zumpp,37,Europe,6,Earned from placing 17 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
zumpp,37,Europe,9,Earned from Legend Ranking 63 in Europe from JUNE of 2018
zumpp,37,Europe,12,Earned from Legend Ranking 33 in Americas from APRIL of 2018
zumpp,37,Europe,6,Earned from Legend Ranking 151 in Americas from MAY of 2018
大黑神,36,Asia-Pacific,6,Earned from placing 18 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
大黑神,36,Asia-Pacific,9,Earned from Legend Ranking 62 in Asia-Pacific from JUNE of 2018
大黑神,36,Asia-Pacific,15,Earned from Legend Ranking 17 in Asia-Pacific from MAY of 2018
大黑神,36,Asia-Pacific,6,Earned from Legend Ranking 169 in Asia-Pacific from APRIL of 2018
Athanas,36,Europe,9,Earned from Legend Ranking 51 in Europe from MAY of 2018
Athanas,36,Europe,15,Earned from Legend Ranking 4 in Europe from JUNE of 2018
Athanas,36,Europe,12,Earned from Legend Ranking 35 in Europe from APRIL of 2018
DacGyong,36,Asia-Pacific,15,Earned from Legend Ranking 20 in Asia-Pacific from MAY of 2018
DacGyong,36,Asia-Pacific,15,Earned from Legend Ranking 19 in Asia-Pacific from JUNE of 2018
DacGyong,36,Asia-Pacific,6,Earned from Legend Ranking 178 in Asia-Pacific from APRIL of 2018
dawido,36,Europe,6,Earned from placing 24 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
dawido,36,Europe,9,Earned from Legend Ranking 77 in Asia-Pacific from APRIL of 2018
dawido,36,Europe,9,Earned from Legend Ranking 75 in Europe from JUNE of 2018
dawido,36,Europe,12,Earned from Legend Ranking 33 in Asia-Pacific from MAY of 2018
Картошечка,36,Europe,15,Earned from Legend Ranking 8 in Asia-Pacific from JUNE of 2018
Картошечка,36,Europe,15,Earned from Legend Ranking 15 in Asia-Pacific from APRIL of 2018
Картошечка,36,Europe,6,Earned from Legend Ranking 142 in Asia-Pacific from MAY of 2018
heisnotaxel,36,Asia-Pacific,15,Earned from Legend Ranking 18 in Americas from MAY of 2018
heisnotaxel,36,Asia-Pacific,15,Earned from Legend Ranking 13 in Americas from APRIL of 2018
heisnotaxel,36,Asia-Pacific,6,Earned from Legend Ranking 113 in Americas from JUNE of 2018
Londgrem,36,Europe,15,Earned from Legend Ranking 3 in Europe from MAY of 2018
Londgrem,36,Europe,15,Earned from Legend Ranking 3 in Europe from APRIL of 2018
Londgrem,36,Europe,6,Earned from Legend Ranking 152 in Europe from JUNE of 2018
SilverName,36,Europe,9,Earned from Legend Ranking 88 in Europe from APRIL of 2018
SilverName,36,Europe,15,Earned from Legend Ranking 4 in Americas from JUNE of 2018
SilverName,36,Europe,12,Earned from Legend Ranking 28 in Americas from MAY of 2018
Sonagi,36,Asia-Pacific,15,Earned from Legend Ranking 6 in Asia-Pacific from MAY of 2018
Sonagi,36,Asia-Pacific,15,Earned from Legend Ranking 17 in Asia-Pacific from JUNE of 2018
Sonagi,36,Asia-Pacific,6,Earned from Legend Ranking 102 in Asia-Pacific from APRIL of 2018
山下智久,35,Asia-Pacific,8,Earned from placing 7 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
山下智久,35,Asia-Pacific,9,Earned from Legend Ranking 57 in Americas from MAY of 2018
山下智久,35,Asia-Pacific,12,Earned from Legend Ranking 34 in Americas from JUNE of 2018
山下智久,35,Asia-Pacific,6,Earned from Legend Ranking 193 in Asia-Pacific from APRIL of 2018
Creapz,35,Europe,6,Earned from placing 9 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Creapz,35,Europe,4,Earned from placing 23 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Creapz,35,Europe,4,Earned from Legend Ranking 251 in Americas from MAY of 2018
Creapz,35,Europe,6,Earned from Legend Ranking 167 in Americas from APRIL of 2018
Creapz,35,Europe,15,Earned from Legend Ranking 15 in Americas from JUNE of 2018
DacCarp,35,Asia-Pacific,8,Earned from placing 8 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
DacCarp,35,Asia-Pacific,9,Earned from Legend Ranking 66 in Asia-Pacific from JUNE of 2018
DacCarp,35,Asia-Pacific,12,Earned from Legend Ranking 39 in Asia-Pacific from MAY of 2018
DacCarp,35,Asia-Pacific,6,Earned from Legend Ranking 126 in Americas from APRIL of 2018
무에서유창조,35,Asia-Pacific,4,Earned from placing 17 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
무에서유창조,35,Asia-Pacific,7,Earned from placing 16 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
무에서유창조,35,Asia-Pacific,12,Earned from Legend Ranking 48 in Asia-Pacific from MAY of 2018
무에서유창조,35,Asia-Pacific,6,Earned from Legend Ranking 187 in Asia-Pacific from APRIL of 2018
무에서유창조,35,Asia-Pacific,6,Earned from Legend Ranking 116 in Asia-Pacific from JUNE of 2018
gyu,35,Asia-Pacific,8,Earned from placing 5 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
gyu,35,Asia-Pacific,9,Earned from Legend Ranking 84 in Americas from JUNE of 2018
gyu,35,Asia-Pacific,12,Earned from Legend Ranking 49 in Asia-Pacific from MAY of 2018
gyu,35,Asia-Pacific,6,Earned from Legend Ranking 179 in Asia-Pacific from APRIL of 2018
Hoej,35,Europe,8,Earned from placing 5 in Coppa America 2 Tour Stop in Americas. This tournament was a HCT
Hoej,35,Europe,9,Earned from Legend Ranking 97 in Americas from APRIL of 2018
Hoej,35,Europe,12,Earned from Legend Ranking 41 in Americas from MAY of 2018
Hoej,35,Europe,6,Earned from Legend Ranking 151 in Americas from JUNE of 2018
Nicslay,35,Europe,7,Earned from placing 12 in 2018 Season 1 Seasonal Playoffs Eurpoe in Europe. This tournament
Nicslay,35,Europe,12,Earned from Legend Ranking 40 in Americas from APRIL of 2018
Nicslay,35,Europe,4,Earned from Legend Ranking 326 in Americas from MAY of 2018
Nicslay,35,Europe,12,Earned from Legend Ranking 30 in Americas from JUNE of 2018
Rdu,35,Europe,4,Earned from placing 21 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Rdu,35,Europe,15,Earned from Legend Ranking 8 in Asia-Pacific from APRIL of 2018
Rdu,35,Europe,12,Earned from Legend Ranking 44 in Asia-Pacific from JUNE of 2018
Rdu,35,Europe,4,Earned from Legend Ranking 398 in Asia-Pacific from MAY of 2018
kin0531,34,Asia-Pacific,10,Earned from placing 6 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
kin0531,34,Asia-Pacific,8,Earned from placing 5 in HCT Seoul 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
kin0531,34,Asia-Pacific,4,Earned from Legend Ranking 346 in Asia-Pacific from MAY of 2018
kin0531,34,Asia-Pacific,6,Earned from Legend Ranking 189 in Asia-Pacific from APRIL of 2018
kin0531,34,Asia-Pacific,6,Earned from Legend Ranking 160 in Americas from JUNE of 2018
Mage,34,Asia-Pacific,4,Earned from Legend Ranking 221 in Americas from MAY of 2018
Mage,34,Asia-Pacific,15,Earned from Legend Ranking 20 in Americas from APRIL of 2018
Mage,34,Asia-Pacific,15,Earned from Legend Ranking 11 in Americas from JUNE of 2018
Maur1,34,Europe,4,Earned from Legend Ranking 278 in Asia-Pacific from APRIL of 2018
Maur1,34,Europe,15,Earned from Legend Ranking 22 in Europe from MAY of 2018
Maur1,34,Europe,15,Earned from Legend Ranking 18 in Europe from JUNE of 2018
okasinnsuke,34,Asia-Pacific,7,Earned from placing 15 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
okasinnsuke,34,Asia-Pacific,9,Earned from Legend Ranking 95 in Asia-Pacific from MAY of 2018
okasinnsuke,34,Asia-Pacific,12,Earned from Legend Ranking 33 in Asia-Pacific from JUNE of 2018
okasinnsuke,34,Asia-Pacific,6,Earned from Legend Ranking 189 in Americas from APRIL of 2018
posesi,34,Asia-Pacific,6,Earned from placing 17 in 2018 Season 1 Seasonal Playoffs Asia-Pacific in Asia-Pacific. This
posesi,34,Asia-Pacific,12,Earned from Legend Ranking 41 in Americas from APRIL of 2018
posesi,34,Asia-Pacific,12,Earned from Legend Ranking 28 in Americas from JUNE of 2018
posesi,34,Asia-Pacific,4,Earned from Legend Ranking 275 in Asia-Pacific from MAY of 2018
SebastianJo,34,Europe,4,Earned from placing 18 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
SebastianJo,34,Europe,12,Earned from Legend Ranking 46 in Europe from MAY of 2018
SebastianJo,34,Europe,12,Earned from Legend Ranking 36 in Americas from APRIL of 2018
SebastianJo,34,Europe,6,Earned from Legend Ranking 113 in Europe from JUNE of 2018
Switch,34,Asia-Pacific,15,Earned from placing 1 in HCT Taipei 2018 in Asia-Pacific. This tournament was a HCT Tour Stop
Switch,34,Asia-Pacific,9,Earned from Legend Ranking 93 in Americas from MAY of 2018
Switch,34,Asia-Pacific,4,Earned from Legend Ranking 472 in Americas from APRIL of 2018
Switch,34,Asia-Pacific,6,Earned from Legend Ranking 172 in Americas from JUNE of 2018
Asura,33,Asia-Pacific,15,Earned from Legend Ranking 7 in Asia-Pacific from APRIL of 2018
Asura,33,Asia-Pacific,12,Earned from Legend Ranking 29 in Asia-Pacific from MAY of 2018
Asura,33,Asia-Pacific,6,Earned from Legend Ranking 157 in Asia-Pacific from JUNE of 2018
blitzchung,33,Asia-Pacific,9,Earned from Legend Ranking 99 in Asia-Pacific from APRIL of 2018
blitzchung,33,Asia-Pacific,9,Earned from Legend Ranking 63 in Asia-Pacific from JUNE of 2018
blitzchung,33,Asia-Pacific,15,Earned from Legend Ranking 20 in Americas from MAY of 2018
cocosasa,33,Asia-Pacific,9,Earned from Legend Ranking 54 in Asia-Pacific from JUNE of 2018
cocosasa,33,Asia-Pacific,12,Earned from Legend Ranking 39 in Asia-Pacific from APRIL of 2018
cocosasa,33,Asia-Pacific,12,Earned from Legend Ranking 32 in Asia-Pacific from MAY of 2018
Dimasik,33,Europe,12,Earned from Legend Ranking 40 in Europe from JUNE of 2018
Dimasik,33,Europe,15,Earned from Legend Ranking 24 in Europe from APRIL of 2018
Dimasik,33,Europe,6,Earned from Legend Ranking 124 in Europe from MAY of 2018
香菇奾汁,33,Asia-Pacific,9,Earned from Legend Ranking 77 in Europe from JUNE of 2018
香菇奾汁,33,Asia-Pacific,9,Earned from Legend Ranking 76 in Americas from MAY of 2018
香菇奾汁,33,Asia-Pacific,15,Earned from Legend Ranking 23 in Americas from APRIL of 2018
Elfandor,33,Europe,12,Earned from Legend Ranking 49 in Europe from JUNE of 2018
Elfandor,33,Europe,6,Earned from Legend Ranking 152 in Europe from APRIL of 2018
Elfandor,33,Europe,15,Earned from Legend Ranking 10 in Europe from MAY of 2018
fire,33,Asia-Pacific,12,Earned from Legend Ranking 34 in Asia-Pacific from APRIL of 2018
fire,33,Asia-Pacific,15,Earned from Legend Ranking 20 in Americas from JUNE of 2018
fire,33,Asia-Pacific,6,Earned from Legend Ranking 115 in Asia-Pacific from MAY of 2018
iNS4NE,33,Europe,12,Earned from Legend Ranking 34 in Americas from APRIL of 2018
iNS4NE,33,Europe,15,Earned from Legend Ranking 25 in Europe from MAY of 2018
iNS4NE,33,Europe,6,Earned from Legend Ranking 109 in Europe from JUNE of 2018
jambre,33,Europe,9,Earned from Legend Ranking 85 in Europe from JUNE of 2018
jambre,33,Europe,12,Earned from Legend Ranking 43 in Americas from APRIL of 2018
jambre,33,Europe,12,Earned from Legend Ranking 39 in Americas from MAY of 2018
Janetzky,33,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
Janetzky,33,Europe,4,Earned from placing 21 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Janetzky,33,Europe,4,Earned from Legend Ranking 484 in Americas from JUNE of 2018
Janetzky,33,Europe,4,Earned from Legend Ranking 385 in Americas from MAY of 2018
Janetzky,33,Europe,15,Earned from Legend Ranking 22 in Americas from APRIL of 2018
Orange,33,Europe,4,Earned from placing 28 in HCT Italy 2018 in Europe. This tournament was a HCT Tour Stop and
Orange,33,Europe,4,Earned from placing 19 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Orange,33,Europe,9,Earned from Legend Ranking 74 in Europe from APRIL of 2018
Orange,33,Europe,12,Earned from Legend Ranking 36 in Americas from JUNE of 2018
Orange,33,Europe,4,Earned from Legend Ranking 303 in Americas from MAY of 2018
TechnoGoose,33,Europe,6,Earned from placing 9 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
TechnoGoose,33,Europe,9,Earned from Legend Ranking 83 in Americas from APRIL of 2018
TechnoGoose,33,Europe,12,Earned from Legend Ranking 37 in Americas from JUNE of 2018
TechnoGoose,33,Europe,6,Earned from Legend Ranking 108 in Europe from MAY of 2018
UchihaSaske,33,Americas,9,Earned from Legend Ranking 80 in Americas from MAY of 2018
UchihaSaske,33,Americas,9,Earned from Legend Ranking 79 in Americas from JUNE of 2018
UchihaSaske,33,Americas,15,Earned from Legend Ranking 4 in Americas from APRIL of 2018
Xeno,33,Europe,9,Earned from Legend Ranking 83 in Asia-Pacific from JUNE of 2018
Xeno,33,Europe,12,Earned from Legend Ranking 44 in Americas from APRIL of 2018
Xeno,33,Europe,12,Earned from Legend Ranking 34 in Americas from MAY of 2018
Zaguios,33,Americas,9,Earned from Legend Ranking 76 in Americas from JUNE of 2018
Zaguios,33,Americas,12,Earned from Legend Ranking 50 in Americas from MAY of 2018
Zaguios,33,Americas,12,Earned from Legend Ranking 35 in Americas from APRIL of 2018
Zananananan,33,Europe,15,Earned from Legend Ranking 4 in Europe from MAY of 2018
Zananananan,33,Europe,12,Earned from Legend Ranking 35 in Asia-Pacific from JUNE of 2018
Zananananan,33,Europe,6,Earned from Legend Ranking 172 in Europe from APRIL of 2018
내게로와,32,Asia-Pacific,15,Earned from placing 6 in 2018 Season 1 Seasonal Championship in Americas. This tournament
내게로와,32,Asia-Pacific,12,Earned from Legend Ranking 50 in Asia-Pacific from APRIL of 2018
내게로와,32,Asia-Pacific,4,Earned from Legend Ranking 299 in Asia-Pacific from MAY of 2018
내게로와,32,Asia-Pacific,1,Earned from Legend Ranking 1858 in Asia-Pacific from JUNE of 2018
GreenSheep,32,Europe,10,Earned from placing 3 in DreamHack HCT Grand Prix Summer 2018 in Europe. This tournament
GreenSheep,32,Europe,9,Earned from Legend Ranking 59 in Asia-Pacific from MAY of 2018
GreenSheep,32,Europe,9,Earned from Legend Ranking 56 in Asia-Pacific from JUNE of 2018
GreenSheep,32,Europe,4,Earned from Legend Ranking 493 in Asia-Pacific from APRIL of 2018
Lucken,32,Europe,4,Earned from placing 24 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
Lucken,32,Europe,12,Earned from Legend Ranking 47 in Americas from JUNE of 2018
Lucken,32,Europe,12,Earned from Legend Ranking 30 in Europe from APRIL of 2018
Lucken,32,Europe,4,Earned from Legend Ranking 273 in Americas from MAY of 2018
Maverick,32,Europe,15,Earned from placing 1 in HCT Tours 2018 in Europe. This tournament was a HCT Tour Stop and
